"PassengerId","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Transported","Cabin_deck","Cabin_side"
"0044_03","Earth","True","PSO J318.5-22",21,"False",0,0,0,0,0,"True","G","P"
"0045_01","Mars","False","TRAPPIST-1e",21,"False",970,0,180,0,64,"False","F","P"
"0045_02","Mars","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"True","F","P"
"0050_01","Earth","False","55 Cancri e",35,"False",790,0,0,0,0,"False","E","S"
"0051_01","Earth","False","TRAPPIST-1e",56,"False",0,112,0,1379,127,"False","E","S"
"0052_01","Earth","False","TRAPPIST-1e",27,"False",4,0,2,4683,0,"False","G","S"
"0053_01","Earth","False","TRAPPIST-1e",25,"False",0,0,1938,0,1,"True","F","S"
"0056_01","Europa","False","TRAPPIST-1e",2,"False",0,0,0,0,0,"True","A","S"
"0056_02","Europa","True","TRAPPIST-1e",38,"False",0,0,0,0,0,"True","A","S"
"0056_03","Europa","False","TRAPPIST-1e",27,"False",279,605,3374,286,3,"True","A","S"
"0058_01","Earth","True","PSO J318.5-22",36,"False",0,0,0,0,0,"False","G","S"
"0061_01","Earth","False","TRAPPIST-1e",22,"False",45,1096,148,1377,1,"False","F","S"
"0062_01","Earth","False","TRAPPIST-1e",62,"False",0,592,0,17,25,"False","F","S"
"0064_01","Mars","True","TRAPPIST-1e",15,"False",0,0,0,0,0,"True","F","S"
"0064_02","Earth","True","TRAPPIST-1e",33,"False",0,0,0,0,0,"True","E","S"
"0066_01","Earth","False","TRAPPIST-1e",62,"False",1,153,197,0,460,"False","G","P"
"0067_01","Earth","True","PSO J318.5-22",0,"False",0,0,0,0,0,"True","G","S"
"0067_02","Earth","False","TRAPPIST-1e",18,"False",1,258,446,0,0,"True","G","S"
"0067_03","Earth","False","55 Cancri e",21,"False",1946,37,0,0,24,"False","F","S"
"0068_01","Mars","False","TRAPPIST-1e",27,"False",793,0,2,253,0,"False","E","S"
"0069_01","Earth","False","TRAPPIST-1e",42,"False",887,0,9,6,0,"True","F","S"
"0070_01","Earth","False","TRAPPIST-1e",19,"False",190,0,5,1,726,"False","F","P"
"0071_01","Earth","False","TRAPPIST-1e",17,"False",16,2165,0,0,52,"False","F","P"
"0072_01","Earth","False","TRAPPIST-1e",14,"False",0,1,0,0,1063,"False","F","S"
"0073_01","Mars","False","PSO J318.5-22",37,"False",46,83,738,0,12,"False","D","P"
"0074_01","Europa","False","TRAPPIST-1e",42,"False",1,8397,0,0,506,"True","C","S"
"0076_01","Mars","False","TRAPPIST-1e",27,"False",147,0,1018,0,0,"True","F","S"
"0077_01","Mars","False","TRAPPIST-1e",28,"False",14,0,1295,0,0,"True","F","P"
"0078_01","Europa","False","TRAPPIST-1e",38,"False",0,5840,0,321,9654,"False","C","S"
"0081_01","Earth","True","TRAPPIST-1e",13,"False",0,0,0,0,0,"False","G","S"
"0082_01","Mars","False","TRAPPIST-1e",42,"False",7406,0,0,0,0,"False","F","P"
"0082_02","Mars","True","TRAPPIST-1e",2,"False",0,0,0,0,0,"True","F","P"
"0082_03","Mars","False","TRAPPIST-1e",8,"False",0,0,0,0,0,"True","F","P"
"0084_01","Earth","False","TRAPPIST-1e",24,"False",688,0,0,0,17,"True","G","S"
"0085_01","Europa","True","TRAPPIST-1e",40,"False",0,0,0,0,0,"True","C","S"
"0086_01","Earth","False","TRAPPIST-1e",43,"False",211,0,0,638,513,"False","F","P"
"0088_01","Mars","True","PSO J318.5-22",45,"False",0,0,0,0,0,"True","E","S"
"0090_01","Earth","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"True","G","S"
"0091_01","Earth","True","TRAPPIST-1e",26,"False",0,0,0,0,0,"True","G","S"
"0091_02","Earth","False","TRAPPIST-1e",27,"False",1,697,31,188,0,"False","F","S"
"0092_01","Earth","False","TRAPPIST-1e",19,"False",0,0,670,1,34,"False","G","P"
"0092_02","Earth","True","TRAPPIST-1e",0,"False",0,0,0,0,0,"True","G","P"
"0092_03","Earth","True","TRAPPIST-1e",3,"False",0,0,0,0,0,"True","G","P"
"0097_01","Europa","False","TRAPPIST-1e",54,"False",0,1208,0,3,637,"False","A","S"
"0098_01","Earth","False","TRAPPIST-1e",26,"False",0,856,5,32,0,"False","G","P"
"0098_02","Earth","False","TRAPPIST-1e",26,"False",0,2811,957,0,87,"True","G","P"
"0099_01","Earth","False","PSO J318.5-22",23,"False",311,427,526,37,0,"False","F","P"
"0099_02","Earth","True","TRAPPIST-1e",2,"False",0,0,0,0,0,"True","G","P"
"0101_01","Mars","True","TRAPPIST-1e",31,"False",0,0,0,0,0,"True","F","S"
"0102_01","Earth","False","TRAPPIST-1e",18,"False",0,0,0,830,91,"False","F","S"
"0103_01","Earth","False","TRAPPIST-1e",24,"False",0,0,0,0,17,"True","F","S"
"0103_02","Earth","True","55 Cancri e",9,"False",0,0,0,0,0,"True","G","S"
"0103_03","Earth","True","TRAPPIST-1e",6,"False",0,0,0,0,0,"False","G","S"
"0105_01","Earth","False","TRAPPIST-1e",27,"False",0,0,570,2,131,"False","F","P"
"0107_01","Mars","False","TRAPPIST-1e",21,"False",1743,5,17,0,0,"False","D","S"
"0108_01","Earth","True","TRAPPIST-1e",23,"False",0,0,0,0,0,"False","G","S"
"0108_02","Earth","False","TRAPPIST-1e",31,"False",562,0,326,0,0,"False","G","S"
"0108_03","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"True","G","S"
"0110_01","Europa","False","TRAPPIST-1e",32,"False",0,410,6,3929,764,"False","F","S"
"0110_02","Europa","False","TRAPPIST-1e",40,"False",0,331,0,0,1687,"False","B","P"
"0110_03","Europa","False","TRAPPIST-1e",42,"False",2209,11418,0,1868,445,"True","B","P"
"0110_04","Europa","True","TRAPPIST-1e",28,"False",0,0,0,0,0,"True","B","P"
"0111_01","Europa","True","TRAPPIST-1e",29,"False",0,0,0,0,0,"True","E","S"
"0112_01","Europa","False","55 Cancri e",48,"True",0,2537,87,17,13,"True","B","S"
"0113_01","Earth","False","TRAPPIST-1e",64,"False",0,0,804,0,0,"True","F","P"
"0114_01","Earth","False","TRAPPIST-1e",27,"False",82,157,429,238,1,"False","G","S"
"0115_01","Mars","True","TRAPPIST-1e",26,"False",0,0,0,0,0,"True","F","P"
"0116_01","Europa","False","TRAPPIST-1e",33,"False",1,2223,0,12,404,"True","D","P"
"0119_01","Earth","False","TRAPPIST-1e",39,"False",0,2344,0,65,6898,"False","A","P"
"0119_02","Europa","True","TRAPPIST-1e",13,"False",0,0,0,0,0,"True","A","P"
"0120_01","Mars","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"True","F","P"
"0122_01","Earth","False","TRAPPIST-1e",29,"False",0,0,0,699,74,"False","G","S"
"0123_01","Earth","False","TRAPPIST-1e",18,"False",55,597,49,0,1,"False","F","P"
"0126_01","Mars","True","TRAPPIST-1e",67,"False",0,0,0,0,0,"True","F","S"
"0127_01","Mars","False","TRAPPIST-1e",35,"False",701,0,296,0,25,"False","E","S"
"0128_01","Mars","False","TRAPPIST-1e",61,"True",2353,334,9,316,2,"False","D","S"
"0128_02","Mars","False","TRAPPIST-1e",45,"False",2103,6,0,0,0,"False","E","S"
"0129_01","Earth","True","PSO J318.5-22",22,"False",0,0,0,0,0,"True","G","S"
"0133_01","Mars","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"True","F","S"
"0133_02","Mars","False","TRAPPIST-1e",36,"False",2738,0,0,0,0,"False","D","S"
"0134_01","Earth","False","TRAPPIST-1e",19,"False",0,14,730,0,0,"True","G","P"
"0136_01","Earth","False","PSO J318.5-22",47,"False",97,418,126,25,55,"False","G","S"
"0138_01","Earth","True","TRAPPIST-1e",13,"False",0,0,0,0,0,"True","G","P"
"0138_02","Earth","False","TRAPPIST-1e",34,"False",0,22,0,564,207,"False","E","P"
"0139_01","Europa","True","55 Cancri e",35,"False",0,0,0,0,0,"True","C","S"
"0140_01","Earth","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"True","G","P"
"0140_02","Earth","False","TRAPPIST-1e",26,"False",440,0,0,0,462,"False","F","P"
"0141_01","Mars","False","TRAPPIST-1e",31,"False",0,0,97,0,0,"False","F","P"
"0144_01","Earth","False","TRAPPIST-1e",20,"False",0,420,210,0,0,"True","F","S"
"0146_01","Earth","False","TRAPPIST-1e",56,"False",0,0,0,0,0,"False","G","S"
"0147_01","Earth","True","TRAPPIST-1e",50,"False",0,0,0,0,0,"True","G","S"
"0148_01","Mars","False","TRAPPIST-1e",42,"False",1072,0,10,0,76,"False","F","P"
"0149_01","Earth","True","55 Cancri e",27,"False",0,0,0,0,0,"True","G","S"
"0151_01","Earth","True","55 Cancri e",38,"False",0,0,0,0,0,"False","G","P"
"0152_01","Earth","False","TRAPPIST-1e",41,"False",0,0,0,0,607,"False","F","P"
"0160_01","Earth","False","TRAPPIST-1e",22,"False",4119,0,0,0,61,"False","G","P"
"0163_01","Europa","True","TRAPPIST-1e",26,"False",0,0,0,0,0,"True","B","P"
"0163_02","Europa","True","TRAPPIST-1e",17,"False",0,0,0,0,0,"True","B","P"
"0164_01","Earth","False","TRAPPIST-1e",57,"False",50,1688,0,0,135,"True","G","S"
"0164_02","Earth","True","PSO J318.5-22",17,"False",0,0,0,0,0,"False","G","S"
"0165_01","Mars","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"True","F","P"
"0167_01","Mars","True","TRAPPIST-1e",13,"False",0,0,0,0,0,"True","F","S"
"0167_02","Mars","False","TRAPPIST-1e",27,"False",1365,0,48,22,137,"False","F","S"
"0169_01","Earth","True","TRAPPIST-1e",31,"False",0,0,0,0,0,"False","G","P"
"0170_01","Earth","False","TRAPPIST-1e",24,"False",0,0,0,221,567,"False","E","S"
"0171_01","Earth","True","PSO J318.5-22",19,"False",0,0,0,0,0,"True","G","S"
"0172_01","Earth","True","TRAPPIST-1e",32,"False",0,0,0,0,0,"True","G","P"
"0173_01","Earth","False","TRAPPIST-1e",58,"False",0,985,0,5,0,"True","E","S"
"0174_01","Earth","False","55 Cancri e",21,"False",287,0,16,115,175,"False","F","P"
"0177_01","Europa","False","TRAPPIST-1e",38,"False",0,10346,1,14970,2111,"False","B","S"
"0178_01","Mars","False","TRAPPIST-1e",38,"False",3414,0,161,28,119,"False","D","S"
"0179_01","Earth","False","TRAPPIST-1e",19,"False",1,219,673,2,11,"True","G","P"
"0179_02","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"False","G","P"
"0179_03","Earth","False","TRAPPIST-1e",3,"False",0,0,0,0,0,"True","G","P"
"0181_01","Earth","False","TRAPPIST-1e",20,"False",0,0,3,299,92,"False","G","P"
"0182_01","Europa","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"True","C","P"
"0183_01","Earth","False","TRAPPIST-1e",37,"False",17,146,426,0,232,"True","F","S"
"0186_01","Earth","False","TRAPPIST-1e",25,"False",62,0,0,0,956,"False","G","P"
"0188_01","Earth","True","TRAPPIST-1e",56,"False",0,0,0,0,0,"True","G","S"
"0189_01","Earth","False","55 Cancri e",49,"False",84,3,401,202,98,"False","E","P"
"0190_01","Earth","True","55 Cancri e",11,"False",0,0,0,0,0,"False","G","S"
"0192_01","Earth","True","TRAPPIST-1e",1,"False",0,0,0,0,0,"True","G","P"
"0192_02","Earth","False","TRAPPIST-1e",8,"False",0,0,0,0,0,"False","G","P"
"0192_03","Earth","False","TRAPPIST-1e",39,"False",0,0,10,898,0,"False","G","P"
"0193_01","Mars","True","TRAPPIST-1e",2,"False",0,0,0,0,0,"True","F","P"
"0193_02","Mars","False","TRAPPIST-1e",23,"False",0,0,8,1072,0,"False","F","P"
"0193_03","Mars","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"True","F","P"
"0195_01","Mars","False","TRAPPIST-1e",39,"False",406,0,867,0,0,"True","F","P"
"0196_01","Mars","False","PSO J318.5-22",25,"False",1052,0,719,0,7,"False","D","P"
"0197_01","Europa","False","TRAPPIST-1e",36,"False",0,972,0,795,575,"False","C","P"
"0198_01","Earth","True","PSO J318.5-22",52,"False",0,0,0,0,0,"True","G","P"
"0199_01","Earth","True","TRAPPIST-1e",18,"False",0,0,0,0,0,"False","G","S"
"0200_01","Earth","True","TRAPPIST-1e",15,"False",0,0,0,0,0,"True","G","P"
"0201_01","Europa","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"True","B","S"
"0201_02","Europa","True","TRAPPIST-1e",47,"False",0,0,0,0,0,"True","B","S"
"0202_01","Europa","True","55 Cancri e",45,"False",0,0,0,0,0,"True","B","P"
"0202_02","Europa","False","55 Cancri e",27,"False",0,2433,0,878,443,"True","A","P"
"0203_01","Europa","True","TRAPPIST-1e",51,"False",0,0,0,0,0,"True","C","S"
"0205_01","Earth","False","TRAPPIST-1e",29,"False",0,2,66,0,705,"False","G","S"
"0206_01","Europa","False","55 Cancri e",27,"False",2,1720,12,1125,122,"True","C","S"
"0207_01","Earth","True","PSO J318.5-22",19,"False",0,0,0,0,0,"False","G","P"
"0210_01","Earth","True","55 Cancri e",24,"False",0,0,0,0,0,"True","D","P"
"0211_01","Mars","False","TRAPPIST-1e",29,"False",902,1,137,0,0,"True","F","P"
"0211_02","Mars","True","TRAPPIST-1e",11,"False",0,0,0,0,0,"True","F","P"
"0211_03","Mars","False","TRAPPIST-1e",17,"False",848,0,307,182,0,"False","F","P"
"0212_01","Earth","False","TRAPPIST-1e",13,"False",192,0,0,51,739,"False","E","P"
"0212_02","Earth","False","TRAPPIST-1e",35,"False",147,188,0,10,387,"False","F","P"
"0213_01","Earth","False","TRAPPIST-1e",21,"False",367,281,0,0,146,"False","F","P"
"0216_01","Earth","False","55 Cancri e",21,"False",0,56,0,0,1918,"False","F","S"
"0217_01","Earth","False","TRAPPIST-1e",38,"False",1517,0,0,27,0,"False","F","P"
"0219_01","Earth","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"True","G","P"
"0220_01","Earth","True","TRAPPIST-1e",2,"False",0,0,0,0,0,"True","G","P"
"0220_02","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"True","G","P"
"0220_03","Earth","True","TRAPPIST-1e",13,"False",0,0,0,0,0,"False","G","P"
"0220_04","Earth","False","TRAPPIST-1e",25,"False",122,84,0,0,0,"False","E","P"
"0220_05","Earth","False","TRAPPIST-1e",16,"False",0,3,0,0,1099,"False","F","P"
"0220_06","Earth","False","55 Cancri e",1,"False",0,0,0,0,0,"False","G","P"
"0220_07","Earth","True","TRAPPIST-1e",15,"False",0,0,0,0,0,"True","G","P"
"0221_01","Mars","False","55 Cancri e",21,"False",2237,0,119,0,0,"False","E","S"
"0221_02","Mars","False","TRAPPIST-1e",23,"False",1215,80,1,2,0,"False","E","S"
"0221_03","Mars","False","TRAPPIST-1e",33,"False",1933,12,188,1,0,"False","E","S"
"0221_04","Mars","True","TRAPPIST-1e",21,"False",0,0,0,0,0,"True","E","S"
"0221_05","Mars","False","TRAPPIST-1e",41,"False",1230,0,301,43,1023,"False","E","S"
"0221_06","Mars","False","TRAPPIST-1e",16,"False",915,0,221,234,0,"False","E","S"
"0221_07","Mars","True","TRAPPIST-1e",42,"False",0,0,0,0,0,"False","E","S"
"0222_01","Mars","False","TRAPPIST-1e",20,"False",1406,0,0,11,0,"False","F","S"
"0222_02","Mars","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"True","F","S"
"0222_03","Mars","True","TRAPPIST-1e",16,"False",0,0,0,0,0,"True","E","S"
"0223_01","Earth","False","TRAPPIST-1e",21,"False",0,2,665,0,9,"False","G","S"
"0224_01","Mars","False","TRAPPIST-1e",32,"True",181,0,5,1634,0,"False","F","S"
"0225_01","Earth","True","PSO J318.5-22",58,"False",0,0,0,0,0,"True","G","P"
"0229_01","Earth","False","TRAPPIST-1e",24,"False",4,7,0,713,79,"False","F","S"
"0231_01","Mars","False","TRAPPIST-1e",30,"False",85,0,1,1720,0,"False","F","S"
"0232_01","Earth","True","PSO J318.5-22",27,"False",0,0,0,0,0,"False","G","S"
"0233_01","Mars","False","TRAPPIST-1e",32,"False",56,0,256,1438,0,"False","F","S"
"0234_01","Earth","False","TRAPPIST-1e",43,"False",0,888,0,0,0,"False","F","P"
"0237_01","Europa","True","TRAPPIST-1e",42,"False",0,0,0,0,0,"True","B","P"
"0239_01","Mars","False","TRAPPIST-1e",37,"False",637,0,0,92,319,"False","F","S"
"0240_01","Mars","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"True","F","P"
"0241_01","Europa","False","55 Cancri e",33,"False",0,1249,0,4812,1116,"False","E","P"
"0242_01","Earth","False","TRAPPIST-1e",18,"False",313,1,691,283,0,"False","F","S"
"0243_01","Earth","True","TRAPPIST-1e",21,"False",0,0,0,0,0,"False","G","S"
"0244_01","Mars","True","TRAPPIST-1e",43,"False",0,0,0,0,0,"True","F","S"
"0244_02","Mars","True","55 Cancri e",14,"False",0,0,0,0,0,"True","F","S"
"0245_01","Europa","False","55 Cancri e",46,"False",0,3571,0,0,7,"True","C","P"
"0245_02","Europa","False","TRAPPIST-1e",33,"False",0,86,796,584,10912,"False","C","P"
"0246_01","Mars","False","TRAPPIST-1e",21,"False",2947,0,287,27,0,"False","D","P"
"0248_01","Europa","False","TRAPPIST-1e",33,"False",0,1,0,8620,1063,"False","C","S"
"0250_01","Earth","True","PSO J318.5-22",47,"False",0,0,0,0,0,"False","G","S"
"0251_01","Earth","True","55 Cancri e",54,"False",0,0,0,0,0,"True","C","S"
"0252_01","Earth","False","TRAPPIST-1e",30,"False",335,695,541,0,0,"False","F","P"
"0253_01","Earth","False","TRAPPIST-1e",29,"False",272,615,0,0,1,"False","G","P"
"0254_01","Earth","False","TRAPPIST-1e",21,"False",702,172,408,2,6,"True","F","P"
"0255_01","Europa","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"True","A","S"
"0257_01","Mars","False","55 Cancri e",21,"False",1664,0,0,0,0,"False","F","S"
"0257_02","Mars","True","TRAPPIST-1e",60,"False",0,0,0,0,0,"True","F","S"
"0258_01","Earth","False","TRAPPIST-1e",22,"False",0,0,313,299,92,"False","F","S"
"0260_01","Europa","False","TRAPPIST-1e",26,"False",0,4810,0,981,2054,"False","E","S"
"0261_01","Earth","False","TRAPPIST-1e",26,"False",66,29,0,0,803,"False","F","P"
"0263_01","Earth","True","TRAPPIST-1e",28,"False",0,0,0,0,0,"True","G","P"
"0265_01","Europa","True","TRAPPIST-1e",39,"False",0,0,0,0,0,"True","D","S"
"0267_01","Earth","False","TRAPPIST-1e",13,"False",118,0,0,754,1,"False","F","S"
"0269_01","Earth","False","55 Cancri e",47,"False",0,231,592,0,0,"True","F","S"
"0270_01","Earth","False","TRAPPIST-1e",63,"False",0,25,128,0,1240,"False","F","P"
"0275_01","Europa","True","55 Cancri e",27,"False",0,0,0,0,0,"True","D","S"
"0277_01","Earth","False","55 Cancri e",50,"False",44,2390,0,53,0,"True","F","P"
"0278_01","Earth","False","TRAPPIST-1e",35,"False",0,0,0,888,0,"False","F","S"
"0278_02","Earth","False","TRAPPIST-1e",45,"False",0,97,0,14,333,"False","G","P"
"0281_01","Earth","False","TRAPPIST-1e",19,"False",0,0,2078,0,0,"True","F","P"
"0282_01","Earth","False","TRAPPIST-1e",21,"False",0,918,0,0,0,"True","F","S"
"0283_01","Earth","True","PSO J318.5-22",29,"False",0,0,0,0,0,"True","G","P"
"0283_02","Earth","False","TRAPPIST-1e",22,"False",146,654,1,0,2,"True","F","P"
"0285_01","Europa","True","TRAPPIST-1e",14,"False",0,0,0,0,0,"True","E","P"
"0285_02","Europa","True","55 Cancri e",42,"False",0,0,0,0,0,"True","E","P"
"0286_01","Earth","False","55 Cancri e",57,"False",3,1281,29,162,13,"False","F","P"
"0287_01","Europa","True","55 Cancri e",39,"False",0,0,0,0,0,"True","F","S"
"0287_02","Europa","False","TRAPPIST-1e",28,"False",0,587,32,6,1460,"False","B","P"
"0288_01","Earth","False","55 Cancri e",19,"False",0,0,0,0,828,"False","F","S"
"0289_01","Europa","True","55 Cancri e",19,"False",0,0,0,0,0,"True","C","S"
"0290_01","Europa","False","55 Cancri e",26,"False",0,4458,0,1157,262,"True","B","S"
"0290_02","Europa","True","TRAPPIST-1e",17,"False",0,0,0,0,0,"True","B","S"
"0290_03","Europa","True","TRAPPIST-1e",43,"False",0,0,0,0,0,"True","B","S"
"0290_04","Europa","False","55 Cancri e",9,"False",0,0,0,0,0,"True","B","S"
"0291_01","Europa","False","TRAPPIST-1e",40,"False",0,6500,88,1090,0,"True","D","S"
"0294_01","Europa","True","TRAPPIST-1e",50,"False",0,0,0,0,0,"True","B","S"
"0297_01","Earth","False","TRAPPIST-1e",24,"False",90,2,1324,17,0,"True","G","P"
"0298_01","Europa","True","55 Cancri e",57,"False",0,0,0,0,0,"True","A","P"
"0301_01","Earth","True","TRAPPIST-1e",16,"False",0,0,0,0,0,"False","F","S"
"0302_01","Earth","False","TRAPPIST-1e",23,"False",0,0,15,0,1370,"False","F","P"
"0303_01","Earth","True","TRAPPIST-1e",23,"False",0,0,0,0,0,"True","G","S"
"0304_01","Europa","False","TRAPPIST-1e",28,"False",0,422,0,1851,5166,"False","E","S"
"0305_01","Europa","False","55 Cancri e",23,"False",0,584,0,20,2469,"False","C","P"
"0306_01","Earth","False","TRAPPIST-1e",23,"False",368,175,259,1,101,"False","E","S"
"0307_01","Earth","False","TRAPPIST-1e",18,"False",0,0,1359,0,0,"True","F","S"
"0309_01","Earth","False","TRAPPIST-1e",18,"False",1194,0,157,6,0,"False","F","S"
"0310_01","Europa","False","TRAPPIST-1e",67,"False",0,230,0,4476,241,"False","F","S"
"0313_01","Earth","False","PSO J318.5-22",60,"False",7,540,1,0,4,"True","F","P"
"0313_02","Earth","True","55 Cancri e",27,"False",0,0,0,0,0,"True","G","P"
"0313_03","Earth","False","55 Cancri e",49,"False",331,0,0,318,0,"True","F","P"
"0313_04","Earth","False","55 Cancri e",0,"False",0,0,0,0,0,"True","G","P"
"0314_01","Earth","False","55 Cancri e",26,"False",386,0,74,0,1330,"False","G","P"
"0315_01","Earth","True","PSO J318.5-22",35,"False",0,0,0,0,0,"True","G","S"
"0316_01","Europa","False","TRAPPIST-1e",24,"False",0,2628,0,170,0,"True","B","S"
"0316_02","Europa","True","TRAPPIST-1e",20,"False",0,0,0,0,0,"True","B","S"
"0320_01","Earth","False","TRAPPIST-1e",18,"False",0,2,0,0,0,"False","G","S"
"0320_02","Earth","False","TRAPPIST-1e",21,"False",0,5,3,0,0,"False","G","S"
"0321_01","Earth","False","TRAPPIST-1e",59,"True",1018,0,209,0,0,"False","F","S"
"0322_01","Earth","True","PSO J318.5-22",13,"False",0,0,0,0,0,"False","G","S"
"0324_01","Earth","True","55 Cancri e",43,"False",0,0,0,0,0,"False","G","P"
"0326_01","Earth","True","TRAPPIST-1e",29,"False",0,0,0,0,0,"False","G","S"
"0327_01","Earth","False","TRAPPIST-1e",19,"False",17,0,784,0,2,"True","F","S"
"0330_01","Europa","False","TRAPPIST-1e",2,"False",0,0,0,0,0,"True","C","S"
"0330_02","Europa","False","TRAPPIST-1e",32,"False",247,4651,0,46,202,"True","C","S"
"0330_03","Europa","False","TRAPPIST-1e",33,"False",443,317,0,148,1260,"False","C","S"
"0331_01","Earth","False","TRAPPIST-1e",25,"False",0,0,251,0,552,"False","F","P"
"0333_01","Mars","True","55 Cancri e",29,"False",0,0,0,0,0,"True","F","P"
"0334_01","Mars","False","TRAPPIST-1e",29,"False",5715,2,211,1476,0,"False","F","S"
